TIMESTAMP,TRACK_ID,OBJECT_TYPE,X,Y,CITY_NAME
315969277.33314484,00000000-0000-0000-0000-000000009221,OTHERS,1989.5447923486088,567.9539034359923,PIT
315969277.43824464,00000000-0000-0000-0000-000000009221,OTHERS,1991.1429187644665,569.3173438146944,PIT
315969277.53582114,00000000-0000-0000-0000-000000009221,OTHERS,1992.610632749101,570.6371587159863,PIT
315969277.6383556,00000000-0000-0000-0000-000000009221,OTHERS,1994.2773626780208,571.9527221238528,PIT
315969277.73994225,00000000-0000-0000-0000-000000009221,OTHERS,1995.8990308229584,573.1792466103303,PIT
315969277.8354961,00000000-0000-0000-0000-000000009221,OTHERS,1997.5409671472864,574.4618053969484,PIT
315969277.9340601,00000000-0000-0000-0000-000000009221,OTHERS,1998.96955682832,575.6575076453196,PIT
315969278.03623587,00000000-0000-0000-0000-000000009221,OTHERS,2000.592351896888,576.9983497679121,PIT
315969278.1331592,00000000-0000-0000-0000-000000009221,OTHERS,2002.3900318108556,578.4101460556608,PIT
315969278.23420614,00000000-0000-0000-0000-000000009221,OTHERS,2003.8379420571168,579.7313966875769,PIT
315969278.33549434,00000000-0000-0000-0000-000000009221,OTHERS,2005.3220370700449,580.9155242713063,PIT
315969278.4370352,00000000-0000-0000-0000-000000009221,OTHERS,2007.1834872334189,582.2492547588719,PIT
315969278.53351945,00000000-0000-0000-0000-000000009221,OTHERS,2008.667542345773,583.4172402402078,PIT
315969278.63255566,00000000-0000-0000-0000-000000009221,OTHERS,2010.2251832419288,584.7052415079993,PIT
315969278.73903567,00000000-0000-0000-0000-000000009221,OTHERS,2011.826508834882,585.9008525706473,PIT
315969278.83354485,00000000-0000-0000-0000-000000009221,OTHERS,2013.394523908296,586.9973129559504,PIT
315969278.9327315,00000000-0000-0000-0000-000000009221,OTHERS,2014.919744959495,588.2020407168227,PIT
315969279.0342917,00000000-0000-0000-0000-000000009221,OTHERS,2016.5333412473317,589.4532604515091,PIT
315969279.1314808,00000000-0000-0000-0000-000000009221,OTHERS,2018.224252095498,590.6391869136028,PIT
315969279.23052883,00000000-0000-0000-0000-000000009221,OTHERS,2019.6345308665525,591.922590924794,PIT
315969279.33334655,00000000-0000-0000-0000-000000009221,OTHERS,2021.1656116045,593.1504980248324,PIT
315969279.43345183,00000000-0000-0000-0000-000000009221,OTHERS,2022.909597051825,594.5592435169137,PIT
315969279.5288668,00000000-0000-0000-0000-000000009221,OTHERS,2024.429306444281,595.5350998166826,PIT
315969279.63266814,00000000-0000-0000-0000-000000009221,OTHERS,2025.835971102916,596.7293303496956,PIT
315969279.7378962,00000000-0000-0000-0000-000000009221,OTHERS,2027.4012364820392,598.0509136973537,PIT
315969279.8362698,00000000-0000-0000-0000-000000009221,OTHERS,2028.9790661764832,599.1621430151282,PIT
315969279.93399817,00000000-0000-0000-0000-000000009221,OTHERS,2030.6432493288207,600.3264646791253,PIT
315969280.03628683,00000000-0000-0000-0000-000000009221,OTHERS,2032.219036282217,601.5475703626263,PIT
315969280.13420206,00000000-0000-0000-0000-000000009221,OTHERS,2033.753947708097,602.7938891961445,PIT
315969280.23119813,00000000-0000-0000-0000-000000009221,OTHERS,2035.3680197663991,603.9128839941923,PIT
315969280.33953166,00000000-0000-0000-0000-000000009221,OTHERS,2036.844913342452,605.1540304491531,PIT
315969280.4386474,00000000-0000-0000-0000-000000009221,OTHERS,2038.3758041416752,606.3609246412506,PIT
315969280.5327352,00000000-0000-0000-0000-000000009221,OTHERS,2040.0490246816205,607.4132162069931,PIT
315969280.63243455,00000000-0000-0000-0000-000000009221,OTHERS,2041.638445695849,608.5521444385868,PIT
315969280.72906494,00000000-0000-0000-0000-000000009221,OTHERS,2043.172919633885,609.6751709667742,PIT
315969280.83427674,00000000-0000-0000-0000-000000009221,OTHERS,2044.6125451108069,610.9962465850859,PIT
315969280.93123186,00000000-0000-0000-0000-000000009221,OTHERS,2046.2208511402928,612.0513842111346,PIT
315969281.03532267,00000000-0000-0000-0000-000000009221,OTHERS,2047.6943308185807,613.2935834272098,PIT
315969281.13548416,00000000-0000-0000-0000-000000009221,OTHERS,2049.25575273924,614.422636622035,PIT
315969281.2332561,00000000-0000-0000-0000-000000009221,OTHERS,2050.8212256017296,615.5399816043142,PIT
315969281.33235955,00000000-0000-0000-0000-000000009221,OTHERS,2052.3743746320906,616.6103774549292,PIT
315969281.42734265,00000000-0000-0000-0000-000000009221,OTHERS,2053.8713464527623,617.6653020583233,PIT
315969281.52826065,00000000-0000-0000-0000-000000009221,OTHERS,2055.3975853263987,618.8899060183502,PIT
315969281.6338518,00000000-0000-0000-0000-000000009221,OTHERS,2056.850053135102,620.0525716054176,PIT
315969281.73223776,00000000-0000-0000-0000-000000009221,OTHERS,2058.32033780094,621.2106831029853,PIT
315969281.83338463,00000000-0000-0000-0000-000000009221,OTHERS,2059.8981229011656,622.3012712693231,PIT
315969281.93045604,00000000-0000-0000-0000-000000009221,OTHERS,2061.451016663849,623.3132872273169,PIT
315969282.036086,00000000-0000-0000-0000-000000009221,OTHERS,2062.97844699502,624.4761366349209,PIT
315969282.1337953,00000000-0000-0000-0000-000000009221,OTHERS,2064.4473844211047,625.570178934744,PIT
315969282.23387015,00000000-0000-0000-0000-000000009221,OTHERS,2065.8079785252908,626.6597784007713,PIT
315969277.33314484,00000000-0000-0000-0000-000000009338,OTHERS,1912.359901151456,509.4241959095957,PIT
315969277.43824464,00000000-0000-0000-0000-000000009338,OTHERS,1910.8263432418917,508.1752051862008,PIT
315969277.53582114,00000000-0000-0000-0000-000000009338,OTHERS,1909.886915689788,507.3596658322109,PIT
315969277.6383556,00000000-0000-0000-0000-000000009338,OTHERS,1908.684210531951,506.4661598208151,PIT
315969277.73994225,00000000-0000-0000-0000-000000009338,OTHERS,1907.6192509520947,505.4626895535278,PIT
315969277.8354961,00000000-0000-0000-0000-000000009338,OTHERS,1906.30204571214,504.5300389094857,PIT
315969277.9340601,00000000-0000-0000-0000-000000009338,OTHERS,1905.061090332832,503.3724887685666,PIT
315969278.03623587,00000000-0000-0000-0000-000000009338,OTHERS,1903.8540137157563,502.33504278747085,PIT
315969278.1331592,00000000-0000-0000-0000-000000009338,OTHERS,1903.854013724392,502.33504279410727,PIT
315969278.23420614,00000000-0000-0000-0000-000000009338,OTHERS,1901.4677059455648,500.1652084998303,PIT
315969278.33549434,00000000-0000-0000-0000-000000009338,OTHERS,1900.1542240652752,499.2704941559806,PIT
315969278.4370352,00000000-0000-0000-0000-000000009338,OTHERS,1900.1542240736428,499.2704941628763,PIT
315969278.53351945,00000000-0000-0000-0000-000000009338,OTHERS,1900.1542240820104,499.27049416977167,PIT
315969278.63255566,00000000-0000-0000-0000-000000009338,OTHERS,1900.1542240903784,499.2704941766668,PIT
315969277.33314484,00000000-0000-0000-0000-000000009393,OTHERS,1922.446216346928,510.73948034284297,PIT
315969277.43824464,00000000-0000-0000-0000-000000009393,OTHERS,1923.8799826193256,511.88011293443145,PIT
315969277.53582114,00000000-0000-0000-0000-000000009393,OTHERS,1925.403660563608,513.1615815315783,PIT
315969277.6383556,00000000-0000-0000-0000-000000009393,OTHERS,1926.664695585308,514.2199720315177,PIT
315969277.73994225,00000000-0000-0000-0000-000000009393,OTHERS,1928.114911507597,515.3518543121083,PIT
315969277.8354961,00000000-0000-0000-0000-000000009393,OTHERS,1929.5031930985465,516.5751466914219,PIT
315969277.9340601,00000000-0000-0000-0000-000000009393,OTHERS,1930.911514856831,517.7198386381209,PIT
315969278.03623587,00000000-0000-0000-0000-000000009393,OTHERS,1932.1367125559532,518.8453799093817,PIT
315969278.1331592,00000000-0000-0000-0000-000000009393,OTHERS,1933.538702133376,519.9858400770927,PIT
315969278.23420614,00000000-0000-0000-0000-000000009393,OTHERS,1934.945317064944,521.1889701571789,PIT
315969278.33549434,00000000-0000-0000-0000-000000009393,OTHERS,1936.281171741201,522.2873372759867,PIT
315969278.4370352,00000000-0000-0000-0000-000000009393,OTHERS,1937.742066139244,523.4813977791754,PIT
315969278.53351945,00000000-0000-0000-0000-000000009393,OTHERS,1938.9565289050024,524.5558160130355,PIT
315969278.63255566,00000000-0000-0000-0000-000000009393,OTHERS,1940.483750965792,525.7812321017115,PIT
315969278.73903567,00000000-0000-0000-0000-000000009393,OTHERS,1941.7992251587689,526.9312437254139,PIT
315969278.83354485,00000000-0000-0000-0000-000000009393,OTHERS,1943.3116119979943,528.1409708651876,PIT
315969278.9327315,00000000-0000-0000-0000-000000009393,OTHERS,1944.5838253514155,529.2332788734826,PIT
315969279.0342917,00000000-0000-0000-0000-000000009393,OTHERS,1945.971812813435,530.3943848811775,PIT
315969279.1314808,00000000-0000-0000-0000-000000009393,OTHERS,1947.3257432187263,531.4332766230157,PIT
315969279.23052883,00000000-0000-0000-0000-000000009393,OTHERS,1948.816245262794,532.7386173172728,PIT
315969279.33334655,00000000-0000-0000-0000-000000009393,OTHERS,1950.1329043656715,533.7692335808747,PIT
315969279.43345183,00000000-0000-0000-0000-000000009393,OTHERS,1951.4289988101816,534.8488472104726,PIT
315969279.5288668,00000000-0000-0000-0000-000000009393,OTHERS,1952.9414928631209,536.0865116455607,PIT
315969279.63266814,00000000-0000-0000-0000-000000009393,OTHERS,1954.3722026499645,537.3293396168152,PIT
315969279.7378962,00000000-0000-0000-0000-000000009393,OTHERS,1955.6258762674304,538.3201687718308,PIT
315969279.8362698,00000000-0000-0000-0000-000000009393,OTHERS,1957.1367990573044,539.6501935694813,PIT
315969279.93399817,00000000-0000-0000-0000-000000009393,OTHERS,1958.427510451832,540.7044001959835,PIT
315969280.03628683,00000000-0000-0000-0000-000000009393,OTHERS,1960.1885135141488,542.1214400823185,PIT
315969280.13420206,00000000-0000-0000-0000-000000009393,OTHERS,1961.5853311371595,543.304466752111,PIT
315969280.23119813,00000000-0000-0000-0000-000000009393,OTHERS,1963.049167052953,544.5243950517603,PIT
315969280.33953166,00000000-0000-0000-0000-000000009393,OTHERS,1964.5222252553792,545.7679674547032,PIT
315969280.4386474,00000000-0000-0000-0000-000000009393,OTHERS,1965.878755059853,546.9284649528107,PIT
315969280.5327352,00000000-0000-0000-0000-000000009393,OTHERS,1967.3574391400757,548.1918296244971,PIT
315969280.63243455,00000000-0000-0000-0000-000000009393,OTHERS,1968.7364137218087,549.3078377913148,PIT
315969280.72906494,00000000-0000-0000-0000-000000009393,OTHERS,1970.0781758712676,550.5289903297542,PIT
315969280.83427674,00000000-0000-0000-0000-000000009393,OTHERS,1971.7734121647568,551.9447278210937,PIT
315969280.93123186,00000000-0000-0000-0000-000000009393,OTHERS,1973.2068450598465,553.1007358497628,PIT
315969281.03532267,00000000-0000-0000-0000-000000009393,OTHERS,1974.4631688972968,554.1624832583245,PIT
315969281.13548416,00000000-0000-0000-0000-000000009393,OTHERS,1975.8488894022123,555.261113238835,PIT
